,tic,PERMNO,VOL,RET,risk_premium,SPREAD,size,s2p,epspxq,ceqq,mktrf,smb,hml,rf,umd,sprtrn,date_merge,sizeln
2046,EXPD,87725,1335.0,0.014054,-0.002346000000000001,0.375,43350.0,0.06876205305651673,1.17,2659.637,0.0164,0.0045,0.0161,0.0047,0.016,0.02639,1987-03,10.677061982208688
2047,WELL,89632,4132.0,0.05,0.033600000000000005,0.5,96059.25,5.096854285245825e-05,0.4,62.631,0.0164,0.0045,0.0161,0.0047,0.016,0.02639,1987-03,11.472720467568099
2048,AMBC,12491,1205.0,-0.010753,0.012147,0.125,71990.0,0.002527226003611613,1.05,2963.942,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,11.184282499463349
2049,ALE,24248,69607.0,0.082708,0.10560800000000001,0.125,2403275.4,0.000155787389160643,0.45,1125.2,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.692343114893328
2050,ADP,44644,293447.0,-0.023889,-0.0009890000000000003,0.25,32694537.12,4.917894980737993e-05,0.32,4570.18,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,17.302718561360855
2051,MKC,52090,42704.0,0.108597,0.131497,1.0,3009678.0,0.0001780592475341216,0.5,425.299,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.917343654258453
2052,L,52090,42704.0,0.108597,0.131497,1.0,3009678.0,0.0013558261049853174,2.58,13310.5,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.917343654258453
2053,MKC,89155,109.0,0.107955,0.130855,1.0,385710.0,0.0013893884006118584,0.5,425.299,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.862841070746404
2054,L,89155,109.0,0.107955,0.130855,1.0,385710.0,0.010579450882787587,2.58,13310.5,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.862841070746404
2055,TT,61209,799.0,-0.031959,-0.009059000000000001,1.3125,58105.32000000001,0.04087233320460157,0.2,3866.0,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,10.970012504913129
2056,HD,66181,1294156.0,-0.001797,0.021103,0.25,117166850.0,0.0001134194526864894,0.33,17360.0,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,18.579109545268278
2057,MDC,66245,32024.0,0.09544,0.11834,0.125,1171248.54,0.00044490044785882937,1.67,607.378,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.973580866002509
2058,RES,66683,1436.0,0.065603,0.088503,0.125,430155.0,0.00017592263253943347,0.35,158.975,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.971900887834082
2059,SCHL,69382,7093.0,0.057778,0.080678,0.25,357928.2,0.00017326379983471544,1.34,42.605,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.788087686609042
2060,BDN,70121,19696.0,0.072106,0.09500600000000001,0.125,801599.4,8.85741680944372e-05,0.11,718.585,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.594364260809463
2061,SON,71176,28794.0,0.048964,0.071864,0.375,2642455.1999999997,0.0002457052062793723,0.45,808.224,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.78721904294043
2062,Y,71271,512.0,0.060896,0.083796,1.5,1401125.25,8.044177349598118e-05,-5.09,1369.657,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.152786221751429
2063,TECH,75694,71062.0,-0.038098,-0.015198,0.5,1226205.4,2.4337684371639533e-05,0.2,186.237,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.019434918150319
2064,PTC,75962,3942.0,-0.070632,-0.047732,0.5,42002.5,0.010214868162609369,0.2,1494.929,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,10.645484419303557
2065,TYL,76185,12467.0,-0.045455,-0.022555000000000002,0.125,198340.80000000002,0.0001433643506530174,0.01,99.637,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.197742042209848
2066,EXPO,76261,2265.0,-0.003079,0.019821,0.1875,84019.59999999999,0.0003147598893591496,0.25,69.092,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,11.338805383940796
2067,MTRX,76279,4519.0,-0.050633,-0.027732999999999997,1.0,58447.5,0.0008167842935968176,0.16,54.461,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,10.975884194385825
2068,DHC,76515,5390.0,0.2,0.22290000000000001,0.5,117036.0,0.000579428551898561,0.2,459.861,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,11.670236858760015
2069,PRA,76838,3361.0,-0.052478,-0.029577999999999997,0.25,418908.75,0.0003060427837804773,0.11,421.202,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.945408394757079
2070,WNC,77117,21022.0,0.391139,0.414039,0.375,252879.9,0.0009567585245011565,-2.69,266.173,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.440669951444942
2072,OFC,77239,28485.0,-0.024,-0.0011000000000000003,0.25,262995.39999999997,0.00012324930398022172,0.14,264.206,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.479891820512645
2073,SMG,77300,29549.0,-0.012187,0.010713,0.25,1374619.41,0.00017357531711268358,-2.24,506.2,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.13368745804136
2074,ROP,77338,41122.0,-0.064813,-0.04191299999999999,0.375,1456543.0,0.00011262489332618399,0.55,323.506,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.191576377774535
2075,SCHL,77354,50223.0,0.011293,0.034193,0.75,1868187.8,0.00016384862378396862,-0.9,460.9,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.440479428049493
2076,STAR,77405,47354.0,0.011282,0.034182000000000004,0.03125,479846.75999999995,0.0002483751270926577,0.56,1821.415,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.081222081912944
2077,BKE,77584,3444.0,0.212349,0.235249,0.375,508574.85,0.00021853617024121424,0.53,214.177,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.13936768127836
2078,FCF,77643,13302.0,0.008197,0.031097,0.375,718873.5,0.00012285332537643966,0.22,380.553,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.485440682420242
2079,REX,77780,12789.0,0.212042,0.234942,1.0,155725.41999999998,0.0007815037519243808,0.7,55.594,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,11.955849607180838
2080,CAKE,77902,99434.0,-0.049861,-0.026961000000000002,0.5,1629093.5999999999,8.447642296305137e-05,0.21,272.179,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.303534344497038
2081,MTX,78015,19227.0,0.083599,0.10649900000000001,0.25,997150.5,0.0001754108331691154,0.69,494.09,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.812656990410314
2082,MTX,78033,55112.0,0.077629,0.10052900000000001,0.125,1731322.84,0.0002494046690910633,0.91,1460.8,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.364396321678925
2083,TCO,78089,27086.0,-0.005185,0.017715,0.25,771982.2,0.00010761388021640913,-0.05,435.973,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.556716771746277
2084,AMCR,78876,14226.0,-0.103621,-0.080721,0.125,470350.0,0.008357567768682895,0.44,2996.559,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.061232377400097
2085,CB,79059,62.0,-0.256786,-0.233886,1.95,10075.86,0.9904861718999668,5.36,59441.0,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,9.217897742973433
2086,FOSL,79089,27499.0,0.092656,0.115556,0.03125,774967.5599999999,0.0001754912166904122,0.36,246.736,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.560576449394894
2087,ATR,79133,19136.0,0.080424,0.103324,0.125,1240340.8,0.0001786702493379239,0.44,470.513,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.030896738529657
2088,TWI,79198,2927.0,-0.153704,-0.130804,0.125,94553.3,0.0010630935144516373,-0.46,213.917,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,11.456918975645703
2089,SKT,79238,4047.0,0.090869,0.11376900000000001,0.125,195157.3,0.00013551632452385844,0.11,78.45,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.181561179031858
2090,ALL,79323,427453.0,0.092065,0.114965,0.375,24970240.560000002,0.00028726195019083945,0.32,17293.0,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,17.0331952961703
2091,SGMS,79436,1020.0,-0.096828,-0.073928,0.25,34266.94,0.014007670366831704,-1.57,-2653.0,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,10.441936319956975
2092,CPT,79452,21193.0,0.032702,0.055602,0.375,1467864.0,7.644986184006147e-05,0.45,934.829,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.199318840813195
2093,BFS,79558,2199.0,0.037107,0.060007000000000005,0.5,316884.8,6.795213907388427e-05,0.3,-26.928,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.66629357987105
2095,MOV,79611,6912.0,0.039548,0.062448000000000004,0.25,179565.59999999998,0.0005017831923263699,0.64,173.06,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.098295879756401
2096,CAL,79641,191919.0,0.080988,0.10388800000000001,1.5,2003589.0,0.00023076638971365884,0.69,286.731,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.51045063033274
2097,IT,79698,39744.0,0.00854,0.03144,0.0625,615052.99,0.0003702998013228096,-0.08,-34.518,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.329463705678497
2098,IT,79698,39744.0,0.00854,0.03144,0.0625,615052.99,0.0003702998013228096,-0.08,-34.518,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.329463705678497
2099,IT,87030,13320.0,0.04562,0.06852,0.0625,373000.08,0.000610600405233157,-0.08,-34.518,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.829333913103142
2100,IT,87030,13320.0,0.04562,0.06852,0.0625,373000.08,0.000610600405233157,-0.08,-34.518,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.829333913103142
2101,ROCK,79862,1562.0,0.011343,0.034243,0.75,213562.58000000002,0.0007561437027029735,0.29,216.656,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.271685183455178
2102,CPRT,80320,174571.0,-0.230531,-0.207631,0.0625,1577099.1,4.5832883932277936e-05,0.23,290.896,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.271097704807804
2103,ADC,80412,2908.0,0.06051,0.08341,0.125,73543.04999999999,8.526978416043393e-05,0.48,51.517,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,11.205626228022979
2104,FR,80683,21324.0,0.046701,0.069601,0.375,1256263.8499999999,6.990012488220529e-05,0.72,1029.647,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.04365267560437
2105,CPE,80926,4930.0,-0.262712,-0.239812,0.75,58281.299999999996,0.0002128298442210452,0.0,154.413,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,10.973036566168805
2106,DRI,81655,167386.0,0.026214,0.049114000000000005,0.125,4949465.92,0.000216873904649494,0.53,1068.833,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,15.4147902337743
2107,HA,81666,13583.0,0.1125,0.1354,0.625,151989.75,0.0011286418985490799,0.34,31.733,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,11.931568363344098
2108,LECO,81678,24126.0,0.020031,0.042931,0.125,1100322.93,0.00021804053470011754,0.45,484.222,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.91111426741183
2109,POOL,82515,34154.0,0.048273,0.071173,0.3125,744255.75,0.00031674864453516146,0.5,150.158,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.520140004746734
2110,SAM,82634,12615.0,-0.148867,-0.125967,0.125,160245.9,0.000306435297252535,0.17,82.112,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,11.984464789432213
2111,CLB,82656,28197.0,0.012397,0.035297,0.25,406271.25,0.0002389954986969912,0.27,277.865,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.914776318950393
2112,EME,82694,28498.0,0.104393,0.127293,0.5,782453.38,0.0010845745212321788,1.03,404.195,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.57018962134683
2113,MSM,82777,19710.0,0.052395,0.075295,0.25,769679.55,0.00027014229493300165,0.15,472.577,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.553729538376416
2115,SYKE,83422,30117.0,0.003628,0.026528,0.0625,334490.0,0.00033705641424257825,0.04,202.265,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.720362262737327
2116,DCOM,83815,13489.0,0.015598,0.038498000000000004,0.25,504633.9,9.762126563435393e-05,0.53,234.984,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.131588494858768
2117,GES,83822,7562.0,0.0732,0.0961,0.0625,398632.86,0.0004070161200458989,0.03,176.844,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.895796121897835
2118,SRCL,83906,75984.0,0.131754,0.154654,0.375,1196015.4000000001,7.630420143419557e-05,0.36,154.243,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.994506089663997
2119,TTEC,83916,110603.0,-0.250161,-0.22726100000000002,0.25,892625.76,0.0002496208489434587,0.03,336.591,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.701922690272418
2120,ANF,83976,339681.0,0.00339,0.02629,0.25,2633896.8000000003,0.0001345812030296707,0.44,510.32,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.783974980563368
2121,USNA,84015,50336.0,-0.042117,-0.019217,0.25,1639557.2,0.00018939320933725277,1.88,441.65,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.309936763343819
2122,LIN,84169,96559.0,-0.008319,0.014581,0.25,1162052.3699999999,0.0010937544923212024,0.38,2301.0,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.965698284225239
2123,CNO,84363,9810.0,-0.153439,-0.130539,0.0625,27673.600000000002,0.0645452705827937,-1.21,4447.2,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,10.228234169124725
2124,KRC,84392,24462.0,0.025591,0.048491,0.25,714473.35,6.627539011776996e-05,0.28,444.183,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.479300976846083
2125,APH,84769,24631.0,-0.083043,-0.060143,0.125,1784171.82,0.00014156764341228075,0.4,109.694,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.394464899143614
2126,GL,84777,8497.0,0.017834,0.040734,0.5,264421.06,0.0025969565359128355,0.84,2535.176,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.485298035829972
2127,MMS,85067,53663.0,-0.004243,0.018657,0.25,814915.2000000001,0.0001559978265223179,0.53,301.414,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.610839337729765
2128,EGP,85082,5649.0,0.007868,0.030768,0.125,387249.4,7.221444371508386e-05,0.39,263.779,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.866824208891213
2129,SM,85255,48318.0,0.011407,0.034307000000000004,0.125,3344790.4000000004,1.2798709300289786e-05,0.08,289.006,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,15.02291458889361
2130,SLG,85265,32704.0,0.008531,0.031431,0.25,956291.28,6.534619870213602e-05,0.42,610.39,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.770817831818595
2132,URI,85663,60299.0,0.144941,0.167841,0.25,1783267.3499999999,0.00044608173866919057,0.85,1596.646,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.393957829519563
2133,PWR,85792,83211.0,0.163774,0.186674,0.25,919109.1,0.000548870640057856,0.34,1187.551,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.731160110287286
2134,COLM,85863,42014.0,-0.011696,0.011204,3.5,1195901.46,0.0002555645345562167,1.26,328.744,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.994410818794016
2135,MAR,85913,305562.0,-0.032124,-0.009224,0.3125,9511599.01,0.00024948486553156326,0.41,3635.0,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,16.06802256024044
2136,SEE,85926,158722.0,0.083333,0.10623300000000001,0.5,3765950.4999999995,0.0002034601888686535,0.4,824.944,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,15.141510844193574
2137,SRE,86136,98056.0,-0.068058,-0.04515799999999999,0.25,4624614.72,0.000306403902982863,0.47,2755.0,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,15.346903621674926
2138,MSTR,86211,68668.0,-0.342298,-0.319398,0.5,119304.19,0.00034725519698847125,0.37,-119.081,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,11.689431729011591
2139,CCI,86339,265311.0,-0.145805,-0.12290499999999999,1.3125,1340267.04,0.00016294961636898866,-0.6,2472.305,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.108379435654848
2140,WDR,86423,1106.0,0.4,0.4229,0.5,537.74,0.22529475211068548,0.37,47.702,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,6.287375171973072
2141,WDR,86432,1458.0,0.0,0.0229,0.3125,235190.0,0.0005151154385815723,0.37,47.702,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.368148977095933
2142,HT,86563,579.0,-0.003328,0.019572,0.2,13627.25,0.0002795134748390174,0.09,10.38,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,9.519826743512409
2143,EXTR,86822,952274.0,-0.548781,-0.5258809999999999,0.375,720783.68,0.0001502378633212117,-0.32,520.556,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.48809434351051
2144,LII,87034,17528.0,0.117647,0.140547,0.125,644818.2000000001,0.0012795234377689709,0.27,704.836,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.376723695582667
2145,ECPG,87078,24091.0,0.190476,0.213376,0.0625,180623.5,0.002118273646563155,1.18,1217.608,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.10417003331608
2146,DVN,87137,233285.0,0.173563,0.196463,0.125,6718377.12,7.873925362498853e-05,0.5,3767.505,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,15.720357183333512
2147,NTCT,87208,21633.0,0.015579,0.038479,0.25,375982.16,0.0006083772698151423,0.39,1978.235,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.837296974437885
2148,CIR,87271,1233.0,-0.010781,0.012119,0.08,68662.71999999999,0.0030344122691323624,-0.66,206.041,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,11.13696168172366
2149,NAVI,87333,58120.0,-0.038462,-0.015562000000000003,0.25,22002.75,0.043830339389394506,-1.25,1360.626,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,9.998922724528605
2150,A,87432,447200.0,0.026359,0.049259,0.0625,14444099.25,0.00011118727254660757,-0.98,5659.0,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,16.48579653272115
2151,UPS,87447,297267.0,0.028706,0.051606,0.5,19793230.8,0.0003737641456694376,0.5,9705.0,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,16.800850558423008
2152,MED,87535,156941.0,-0.373333,-0.35043300000000005,0.25,134787.53999999998,9.05870082650073e-06,0.02,1.177,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,11.811455039953708
2153,PKG,87593,225882.0,0.05,0.0729,0.25,654.5699999999999,2.6188184609743805,1.3,3246.3,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,6.483978531502669
2154,PKG,87636,30597.0,-0.119608,-0.096708,0.3125,135702.0,0.012632090905071407,1.3,3246.3,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,11.818216584107866
2155,SLAB,87812,117102.0,-0.155195,-0.132295,0.125,1267278.08,1.572267390595125e-05,-0.79,122.15,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.052381914305718
2156,MET,87842,309969.0,0.049375,0.072275,0.75,23105858.88,0.0003383124618131486,0.2,16928.0,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,16.955596774501906
2157,EXEL,88159,57616.0,-0.077551,-0.05465099999999999,2.75,634517.6000000001,1.879853293273504e-05,-0.35,149.411,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.360620304128553
2158,NRG,88232,346062.0,0.034853,0.057753,0.25,589780.98,0.001270083345176713,0.64,2173.204,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.287506526623593
2159,CRL,88281,63870.0,-0.029133,-0.006232999999999999,0.0625,1308866.14,9.449782236707568e-05,0.27,277.667,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,14.084671778394853
2160,NNN,88378,338991.0,-0.365759,-0.342859,0.03125,318860.6,0.00048576399843693453,0.33,3974.3,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,12.672509295663154
2161,EQIX,88519,91963.0,-0.454148,-0.431248,0.25,105893.75,0.0001622192055716225,-1.03,227.725,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,11.570191511906417
2162,SPTN,88568,26213.0,-0.237864,-0.214964,0.125,124111.64,0.006777156437542844,0.49,230.539,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,11.728936762120542
2163,WW,88717,174078.0,-0.403361,-0.38046100000000005,0.125,48635.0,0.006401048627531613,0.24,-736.512,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,10.79209871530354
2164,WW,88730,7980.0,0.022444,0.045343999999999995,0.125,98673.046,0.0031550156057815423,0.24,-736.512,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,11.499567097953422
2165,FLO,88924,28182.0,-0.0096,0.013300000000000001,0.25,737823.24,0.0005227512215527394,0.43,626.611,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,13.51145956269986
2166,L,89130,1194323.0,-0.015385,0.007515000000000001,0.5,30438400.0,0.00014790856286795627,0.82,9710.0,-0.0229,-0.01,0.0216,0.0013,0.0677,-0.020766,2002-02,17.231215527158437
2167,AMBC,12491,1205.0,-0.010753,-0.053153,0.125,71990.0,0.002527226003611613,1.05,2963.942,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,11.184282499463349
2168,ALE,24248,39164.0,0.017489,-0.024911,0.125,2462846.67,0.00015201920791926523,0.45,1125.2,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.716828421815281
2169,ADP,44644,397295.0,0.107665,0.06526499999999999,0.25,36143249.440000005,4.448639856438984e-05,0.32,4570.18,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,17.403000751648722
2170,MKC,52090,46173.0,0.047755,0.005354999999999999,1.0,3140506.8600000003,0.00020761489436771995,0.85,463.1,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.959894765239733
2171,MKC,52090,46173.0,0.047755,0.005354999999999999,1.0,3140506.8600000003,0.00020761489436771995,0.85,463.1,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.959894765239733
2172,MKC,89155,85.0,0.050462,0.008062,1.0,403512.0,0.0016158528123079363,0.85,463.1,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.907961506026874
2173,MKC,89155,85.0,0.050462,0.008062,1.0,403512.0,0.0016158528123079363,0.85,463.1,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.907961506026874
2174,TT,61209,1787.0,-0.052183,-0.094583,1.3125,55073.200000000004,0.043122607729349303,0.2,3866.0,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,10.91641848843105
2175,HD,66181,1549747.0,-0.0268,-0.0692,0.25,113909611.57,0.00011666267505296173,0.33,17360.0,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,18.550915810897497
2176,MDC,66245,46137.0,-0.015721,-0.058121,0.125,1152835.2000000002,0.00045200649667879675,1.67,607.378,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.957734857552431
2177,RES,66683,1041.0,-0.006667,-0.049067,0.125,427689.60000000003,0.00017693673168578335,0.35,158.975,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.966152977809935
2178,SCHL,69382,7226.0,0.102941,0.060541000000000005,0.25,394773.75,0.000157092511850142,1.34,42.605,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.886068094969247
2179,BDN,70121,26180.0,0.057522,0.015121999999999997,0.125,847709.1,8.375632631524188e-05,0.11,718.585,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.650292813468688
2180,SON,71176,31256.0,0.03472,-0.007679999999999999,0.375,2734200.48,0.00023746064151082294,0.45,808.224,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.821349622034106
2181,Y,71271,698.0,-0.015444,-0.057844,1.5,1378125.0,8.178430839002268e-05,-5.09,1369.657,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.136234437617349
2182,TECH,75694,94521.0,-0.066689,-0.10908899999999999,0.5,1146140.04,2.6037830420792208e-05,0.2,186.237,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.951910367744018
2183,PTC,75962,3758.0,0.024,-0.0184,0.5,43010.56,0.009975457190048212,0.2,1494.929,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,10.669200945920874
2184,TYL,76185,48274.0,0.366667,0.324267,0.125,271737.34,0.00010464148946184575,0.01,99.637,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.512591216961729
2185,EXPO,76261,1708.0,0.027799,-0.014601,0.1875,89030.59,0.00029704397106657387,0.25,69.092,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,11.396735297525428
2186,MTRX,76279,9160.0,0.166667,0.12426700000000002,1.0,68188.75,0.000797844219171051,0.21,56.105,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,11.130034874213084
2187,DHC,76515,11603.0,0.141667,0.099267,0.5,133616.1,0.0005075286585972797,0.2,459.861,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,11.802726041806094
